metric_group,metric_name,asset,pair,stage,trade_action,value,sample_size,window,notes
score,asset_case_compression,,,,,7.4,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
score,noise_control,,,,,6.0,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
score,overall_self_use_score,,,,,7.3,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
asset_market_state,state_distribution,,,DO_NOT_CHASE_LONG,,30,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
asset_market_state,state_distribution,,,DO_NOT_CHASE_SHORT,,29,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
asset_market_state,state_distribution,,,NO_TRADE_CHOP,,3,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
asset_market_state,state_distribution,,,NO_TRADE_LOCK,,13,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
asset_market_state,state_distribution,,,OBSERVE_LONG,,37,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
asset_market_state,state_distribution,,,OBSERVE_SHORT,,22,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
asset_market_state,state_distribution,,,SHORT_CANDIDATE,,1,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
asset_market_state,state_distribution,,,WAIT_CONFIRMATION,,1,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
no_trade_lock,lock_entered_count,,,,,4,136,2026-04-20 15:03:51 UTC -> 2026-04-21 05:56:14 UTC,
