metric_group,metric_name,asset,pair,stage,value,sample_size,window,notes
market_context,kraken_attempts,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
market_context,kraken_success,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
market_context,kraken_failure,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
market_context,binance_attempts,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
market_context,bybit_attempts,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,prealert_count,,,,0,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,major_prealert_count,,,,0,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,non_major_prealert_count,,,,0,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,prealert_candidates,,,,197,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,prealert_gate_passed_count,,,,197,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,prealert_delivered_count,,,,0,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,prealert_merged_into_case_count,,,,0,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,prealert_upgraded_to_confirm_count,,,,0,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,prealert_dropped_by_reason,,,,"{'stage_budget_observe_tier2_tier_cap': 67, 'no_trade_opportunity': 27, 'blocked_output_requires_blocked_or_risk_state': 36, 'notifier_send_failed': 2}",0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,prealert_to_confirm_30s,,,,,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,prealert_to_confirm_60s,,,,,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,prealert_to_confirm_90s,,,,,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert,previous_report_reference_prealert_count,,,,,0,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,confirm_count,,,,92,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,clean_confirm_count,,,,2,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,local_confirm_count,,,,48,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,broader_confirm_count,,,,8,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,late_confirm_count,,,,27,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,chase_risk_count,,,,0,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,unconfirmed_confirm_count,,,,27,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,blank_confirm_quality_count,,,,36,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,broader_alignment_confirmed_count,,,,20,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,confirm_move_before_30s_median,,,,-0.000227,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,confirm_move_after_60s_median,,,,-3.6e-05,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,confirm_move_after_300s_median,,,,0.000116,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
confirm,predict_warning_text_count,,,,25,92,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
sweep,sweep_building_count,,,,36,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
sweep,sweep_confirmed_count,,,,66,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
sweep,sweep_exhaustion_risk_count,,,,39,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
sweep,sweep_building_display_climax_residual_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
sweep,sweep_building_to_sweep_confirmed_rate,,,,0.1944,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
sweep,sweep_building_to_continue_rate,,,,0.5833,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
absorption,local_sell_pressure_absorption_count,,,,27,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
absorption,local_buy_pressure_absorption_count,,,,17,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
absorption,broader_sell_pressure_confirmed_count,,,,23,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
absorption,broader_buy_pressure_confirmed_count,,,,16,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
absorption,pool_only_unconfirmed_pressure_count,,,,114,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,long_chase_allowed_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,short_chase_allowed_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,no_trade_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,wait_confirmation_count,,,,2,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,do_not_chase_long_count,,,,45,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,do_not_chase_short_count,,,,48,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,conflict_no_trade_count,,,,17,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,data_gap_no_trade_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,chase_allowed_success_rate,,,,0.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,chase_allowed_adverse_rate,,,,,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,generic_confirm_success_rate_300s,,,,0.5,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,generic_confirm_adverse_rate_300s,,,,0.5,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,no_trade_would_have_saved_rate,,,,0.7059,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,conflict_after_message_reversal_rate,,,,0.7059,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
trade_action,chase_allowed_rows_resolved_300s,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
asset_market_state,state_distribution,,,DO_NOT_CHASE_LONG,44,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
asset_market_state,state_distribution,,,DO_NOT_CHASE_SHORT,47,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
asset_market_state,state_distribution,,,NO_TRADE_CHOP,2,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
asset_market_state,state_distribution,,,NO_TRADE_LOCK,18,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
asset_market_state,state_distribution,,,OBSERVE_LONG,44,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
asset_market_state,state_distribution,,,OBSERVE_SHORT,40,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
asset_market_state,state_distribution,,,WAIT_CONFIRMATION,2,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
no_trade_lock,lock_entered_count,,,,7,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
no_trade_lock,suppressed_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
no_trade_lock,release_count,,,,179,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
no_trade_lock,lock_duration_median_sec,,,,300.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
no_trade_lock,lock_duration_max_sec,,,,300,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert_lifecycle,active_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert_lifecycle,delivered_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert_lifecycle,merged_count,,,,105,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert_lifecycle,upgraded_count,,,,92,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert_lifecycle,expired_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
prealert_lifecycle,suppressed_by_lock_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
candidate_tradeable,candidate_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
candidate_tradeable,tradeable_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,final_trading_output_audited_row_count,,,,197,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,final_trading_output_unaudited_row_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,delivered_verified_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,delivered_candidate_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,delivered_blocked_count,,,,4,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,delivered_legacy_chase_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,legacy_chase_downgraded_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,legacy_chase_leaked_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,messages_blocked_by_opportunity_gate,,,,53,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,trade_action_chase_without_opportunity_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,opportunity_label_without_verified_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,candidate_label_without_candidate_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,blocked_legacy_chase_count,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,all_opportunity_labels_verified,,,,True,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,all_candidate_labels_are_candidate,,,,True,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,blocked_covers_legacy_chase_risk,,,,True,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,final_trading_output_distribution,,,asset_market_state,84,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,final_trading_output_distribution,,,trade_action_legacy,99,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
final_trading_output,final_trading_output_distribution,,,trade_opportunity,14,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
outcome_price_source,source_distribution,,,okx_mark,788,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
telegram,total_suppressed,,,,103,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
noise_reduction,suppressed_ratio,,,,0.6599,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
noise_reduction,state_changes_sent,,,,21,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
noise_reduction,risk_blockers_sent,,,,46,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
noise_reduction,candidates_sent,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
majors,covered_major_pairs,,,,ETH/USDT|ETH/USDC,2,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
majors,missing_major_pairs,,,,BTC/USDT|BTC/USDC|SOL/USDT|SOL/USDC,4,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
majors,eth_signal_count,ETH,,,197,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
majors,btc_signal_count,BTC,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
majors,sol_signal_count,SOL,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,signals_archive_exists,,,,True,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,signal_delivery_audit_match_rate,,,,1.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,signal_case_followup_match_rate,,,,1.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,signal_case_attached_match_rate,,,,1.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,delivered_signal_notifier_sent_at_rate,,,,1.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,signal_id_complete_rate,,,,1.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,asset_case_id_complete_rate,,,,1.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,outcome_tracking_key_complete_rate,,,,1.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,mixed_flat_nested_rows,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,flat_nested_stage_mismatch_rows,,,,0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,signal_ids,,,,197,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
archive,delivered_signal_ids,,,,67,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
score,research_sampling_readiness,,,,3.8,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
score,live_market_context_readiness,,,,9.4,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
score,prealert_effectiveness,,,,0.8,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
score,confirm_honesty_non_misleading_quality,,,,7.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
score,sweep_quality,,,,8.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
score,majors_coverage,,,,3.2,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
score,signal_archive_integrity,,,,9.2,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
score,noise_control,,,,6.2,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
score,overall_self_use_score,,,,6.0,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,
outcome_window,30s_completed,,,,197,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,window outcome status count
outcome_window,60s_completed,,,,197,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,window outcome status count
outcome_window,300s_completed,,,,197,197,2026-04-23 16:42:06 UTC -> 2026-04-24 15:51:50 UTC,window outcome status count
